dep;arr;Prix.d.appel.2nde;Plein.Tarif.Loisir.2nde;X1ère.classe
PERPIGNAN;MASSYTGV;25;124;175
PARISAUSTERLITZ;QUIMPERLE;20;95;134
PARISAUSTERLITZ;QUIMPER;20;95;134
PARISAUSTERLITZ;SAINTNAZAIRE;25;86;125
PARISAUSTERLITZ;LEMANS;15;60;81
ANGOULEME;AEROPORTCDGTGVROISSY;20;87;121
BORDEAUXSTJEAN;MEUSE;25;124;163
PARISMONTPARNASSEET;STNAZAIRE;25;86;125
ANGERSSTLAUD;MASSYTGV;20;73;104
PORNICHET;MARNELAVALLEECHESSY;25;87;126
MASSYTGV;TARBES;25;118;156
LAVAL;LORIENT;0;42;62
LEMANS;LANDERNEAU;0;60;85
MASSYTGV;LORIENT;20;91;127
MARNELAVALLEECHESSY;QUIMPER;20;95;134
ANGOULEME;AEROPORTCDGTGVROISSY;20;96;133
LAVAL;LILLEFLANDRES;25;102;131
ANGOULEME;MEUSETGV;25;117;154
LILLEEUROPE;QUIMPER;25;131;169
PARISMONTPARNASSEET;LAROCHESURYON;25;88;128
PORNICHET;MARNELAVALLEECHESSY;25;88;128
MASSYTGV;RENNES;20;93;131
MASSYTGV;ORTHEZ;25;123;173
LAVAL;LYONPERRACHE;25;99;140
ANGOULEME;CHATELLERAULT;0;29.5;43
ANGOULEME;STPIERREDESCORPS;0;45;63
LEMANS;LAMBALLE;0;47;69
PLOUARETTREGOR;PARISMONTPARNASSEET;20;99;138
DOLDEBRETAGNE;PARISMONTPARNASSEET;20;95;138
MARNELAVALLEECHESSY;MORLAIX;20;99;138
QUIMPERLE;MARNELAVALLEECHESSY;20;103;147
MASSYTGV;QUIMPER;20;103;147
IRUN;LILLEFLANDRES;30;144;174
HENDAYE;DOUAI;30;144;174
IRUN;LILLEEUROPE;30;144;174
AVIGNON;PERPIGNAN;15;48;62
CHAMBERYCHALLESLESEAUX;PARISGAREDELYON;25;103;136
LESAUBRAISORLEANS;MARNELAVALLEECHESSY;0;44;55
PARISNORD;AIXLESBAINSLEREVARD;25;103;136
DIJONVILLE;LILLEEUROPE;20;111;144
LILLEEUROPE;BELFORTMONTBELIARDTGV;20;129;166
DIJONVILLE;AIXENPROVENCETGV;20;91;122
BELFORTMONTBELIARDTGV;VALENCETGV;20;83;108
BESANCONVIOTTE;VALENCETGV;20;73;95
BESANCONVIOTTE;LYONPARTDIEU;15;51;68
ANGOULEME;NANCYVILLE;25;119;156
LEMANS;AEROPORTCDGTGVROISSY;15;60;81
AEROPORTCDGTGVROISSY;STBRIEUC;20;84;122
AGEN;MARNELAVALLEECHESSY;25;108;140
AGEN;AEROPORTCDGTGVROISSY;25;108;140
BIARRITZ;PARISAUSTERLITZ;25;112;147
PARISAUSTERLITZ;BAYONNE;25;112;147
MASSYTGV;VALENCETGV;25;107;147
AEROPORTCDGTGVROISSY;AGDE;25;116;162
PARISNORD;ANTIBES;25;132;185
STAVRELACHAMBRE;MARNELAVALLEECHESSY;25;109;144
MODANE;PARISGAREDELYON;25;113;154
AEROPORTCDGTGVROISSY;BELLEGARDE;25;91;129
AEROPORTCDGTGVROISSY;SALLANCHESCOMBLOUXMEGEVE;25;119;163
AEROPORTCDGTGVROISSY;BELFORTMONTBELIARDTGV;20;97;126
MASSYTGV;MEUSE;15;44;68
LYONSTEXUPERY;STPIERREDESCORPS;25;95;132
AVIGNON;MARSEILLESTCHARLES;0;30;44
AVIGNON;STRAPHAELVALESCURE;0;53;77
VENDOMEVILLIERSSURLOIR;MARSEILLESTCHARLES;25;125;167
MULHOUSEVILLE;AIMELAPLAGNE;25;102;127
METZVILLE;AVIGNON;0;114;149
MODANE;STJEANDEMAURIENNEARVAN;0;8.5;12.6
DOUAI;VALENCIENNES;0;10;14.6
MODANE;STAVRELACHAMBRE;0;10.5;14.8
STRASBOURG;SAVERNE;0;10.9;17
STPERAY;LETEIL;0;11.3;17
CAEN;LISIEUX;0;11.9;17.5
LEMANS;SABLE;0;12.1;18
GROISYTHORENSLACAILLE;AIXLESBAINSLEREVARD;0;13.2;19
HAZEBROUCK;LILLEEUROPE;0;13.2;26
ANNEMASSE;SALLANCHESCOMBLOUXMEGEVE;0;13.7;20
BESANCONVIOTTE;LONSLESAUNIER;0;17.5;25.5
MORCENX;BAYONNE;0;19;27
ARLES;MARSEILLESTCHARLES;0;19;27
LYONSTEXUPERY;MACONLOCHETGV;0;19;27
LEHAVRE;ROUENRIVEDROITE;0;19.5;27.5
STMAIXENTDEUXSEVRES;LAROCHELLEVILLE;0;20;28.5
GUINGAMP;LANDERNEAU;0;21;30
LAMBALLE;MORLAIX;0;22.5;34
ARLES;LETEIL;0;24;35
ARLES;MONTELIMAR;0;24;35
JUVISYTGV;LESAUBRAISORLEANS;0;24;37
LOURDES;MORCENX;0;25;37
RENNES;VANNES;0;25.5;38
LYONSTEXUPERY;AIXLESBAINSLEREVARD;0;25.5;42
NANTES;VANNES;0;27;40
DIJONVILLE;PONTARLIER;0;26.5;40
CHATEAUROUX;LESAUBRAISORLEANS;0;27;41
MASSYPALAISEAU;ROUENRIVEDROITE;0;27.5;41
CULMONTCHALINDREY;CHALONSURSAONE;0;31;46
MACONLOCHETGV;ANNECY;0;34;48
PORNICHET;SABLE;0;38;54
TOULON;ORANGE;0;38;54
ETAPLESLETOUQUET;LILLEEUROPE;0;38;54
METZVILLE;CULMONTCHALINDREY;15;38;58
BRIVELAGAILLARDE;CHATEAUROUX;15;40;60
LEMANS;LAROCHESURYON;0;41;60
VALOGNES;BERNAY;0;41;64
LEMANS;PORNICHET;0;44;64
MORLAIX;NANTES;0;52;78
BORDEAUXSTJEAN;NARBONNE;20;61;90
BORDEAUXSTJEAN;MONTPELLIER;25;72;106
AVIGNONTGV;MONTELIMAR;0;17.5;24
GRENOBLE;AIXLESBAINSLEREVARD;0;17.5;25
MONTPELLIER;LECREUSOTMONTCEAUMONTCHANIN;25;70;104
AIXENPROVENCETGV;VERSAILLESCHANTIERS;25;116;162
AVIGNONTGV;AEROPORTCDGTGVROISSY;25;116;162
DIJONVILLE;AEROPORTCDGTGVROISSY;15;67;90
LEHAVRE;CHAMPAGNEARDENNE;15;53;70
DIJONVILLE;MULHOUSEVILLE;15;57;75
DIJONVILLE;STRASBOURG;20;57;75
METZVILLE;MARSEILLESTCHARLES;20;124;161
TOUL;VALENCETGV;20;83;110
TOUL;TOULOUSEMATABIAU;25;117;154
MODANE;LECREUSOTMONTCEAUMONTCHANIN;20;65;93
CHAMBERYCHALLESLESEAUX;LECREUSOTMONTCEAUMONTCHANIN;15;55;72
AGEN;SETE;0;53;79
PARISAUSTERLITZ;DOLDEBRETAGNE;20;85;123
PARISAUSTERLITZ;LIBOURNE;20;96;126
ANGOULEME;DOUAI;25;119;155
LILLEEUROPE;LIBOURNE;25;130;171
BORDEAUXSTJEAN;PARISMONTPARNASSEET;20;96;126
NIORT;PARISMONTPARNASSEET;20;84;118
MASSYTGV;REDON;20;84;122
MASSYTGV;FACTUREBIGANOS;25;102;134
BIARRITZ;MASSYTGV;25;112;147
ANGERSSTLAUD;LYONPARTDIEU;25;96;135
LAVAL;STBRIEUC;0;33;47
LAVAL;GUINGAMP;0;37;52
ANGOULEME;STPIERREDESCORPS;0;38;53
LEMANS;LAMBALLE;0;41;60
BORDEAUXSTJEAN;POITIERS;0;42;62
POITIERS;ARCACHON;0;49;73
LEMANS;QUIMPER;0;62;88
CHATELLERAULT;MONTAUBANVILLEBOURBON;0;66;95
FACTUREBIGANOS;FUTUROSCOPE;0;47;68
LATESTE;FUTUROSCOPE;0;49;73
STRASBOURG;BORDEAUXSTJEAN;30;165;215
LORIENT;PARISMONTPARNASSEET;20;91;127
AEROPORTCDGTGVROISSY;AURAY;20;91;127
QUIMPERLE;AEROPORTCDGTGVROISSY;20;95;134
LILLEEUROPE;RENNES;25;113;144
BORDEAUXSTJEAN;LILLEEUROPE;25;134;177
BORDEAUXSTJEAN;MASSYTGV;25;111;166
LEPOULIGUEN;PARISMONTPARNASSEET;25;88;128
LEPOULIGUEN;MARNELAVALLEECHESSY;25;88;128
MASSYTGV;FACTUREBIGANOS;25;118;173
MEUSE;LORRAINETGV;0;23.5;33
MEUSE;THIONVILLE;0;33;46
MANTESLAJ.TGV;AEROPORTCDGTGVROISSY;0;35;47
MARSEILLESTCHARLES;SETE;0;37;50
CHAMPAGNEARDENNE;LORRAINETGV;0;42;57
VALENCE;LECREUSOTMONTCEAUMONTCHANIN;15;48;63
LECREUSOTMONTCEAUMONTCHANIN;SENS;0;53;69
LILLEFLANDRES;AEROPORTCDGTGVROISSY;15;63;82
NIMES;LYONSTEXUPERY;15;60;78
LYONPARTDIEU;MONTPELLIER;20;65;86
MARSEILLESTCHARLES;BEAUNE;20;87;113
LORRAINETGV;TGVHAUTEPICARDIE;25;95;115
LEMANS;LILLEEUROPE;25;92;115
AVIGNONTGV;LAROCHEMIGENNES;25;92;130
BELLEGARDE;STRAPHAELVALESCURE;25;98;143
LEMANS;LORRAINETGV;25;106;140
LILLEFLANDRES;NANTES;25;108;137
GRENOBLE;STPIERREDESCORPS;25;112;157
LEMANS;CHAMBERYCHALLESLESEAUX;25;113;151
DUNKERQUE;LYONPERRACHE;25;116;154
STMAIXENTDEUXSEVRES;LILLEEUROPE;25;118;149
RIVES;LILLEEUROPE;0;118;155
MOUTIERSSALINSBRIDES;ROUENRIVEDROITE;25;121;160
LEHAVRE;ALBERTVILLE;25;119;159
LEMANS;STJEANDEMAURIENNEARVAN;25;120;162
ANGERSSTLAUD;ANNEMASSE;25;120;161
ARRAS;STBRIEUC;25;119;153
LILLEEUROPE;LAROCHELLEVILLE;25;122;155
MOUTIERSSALINSBRIDES;LISIEUX;25;125;165
BAYEUX;ALBERTVILLE;25;125;165
CHAMBERYCHALLESLESEAUX;POITIERS;25;124;161
CHAMBERYCHALLESLESEAUX;VALOGNES;25;125;165
VALOGNES;BOURGSTMAURICE;25;125;165
EVREUXEMBRANCHEMENT;ALBERTVILLE;25;125;165
LECROISIC;GRENOBLE;25;125;165
LILLEEUROPE;BOURGSTMAURICE;25;127;167
DUNKERQUE;ALBERTVILLE;25;127;167
LILLEEUROPE;AIXLESBAINSLEREVARD;25;127;167
ANNECY;ARRAS;25;127;167
NANTES;VALENCE;25;132;160
SAUMUR;AIXENPROVENCETGV;25;133;173
MONTPELLIER;TGVHAUTEPICARDIE;30;136;174
MASSYTGV;TARBES;25;128;173
TOURS;FUTUROSCOPE;0;20.5;29.5
ARCACHON;STPIERREDESCORPS;20;69;99
CHATELLERAULT;MONTAUBANVILLEBOURBON;0;67;97
HENDAYE;STPIERREDESCORPS;25;80;114
STRASBOURG;BORDEAUXSTJEAN;30;172;224
LORIENT;PARISMONTPARNASSEET;20;100;140
AEROPORTCDGTGVROISSY;STMALO;20;95;138
PARISMONTPARNASSEET;ROSPORDEN;20;103;147
AVIGNONSUD;ORANGE;0;8.5;12.6
BOULOGNEVILLE;CALAISFRETHUN;0;9.6;14.3
BONNEVILLE;STGERVAISLESBAINSLEFAYET;0;10.9;16
STPERAY;MONTELIMAR;0;11.3;17
GUINGAMP;LAMBALLE;0;12.6;18.5
NEUFCHATEAU;TOUL;0;12.5;23.5
METZVILLE;NANCYVILLE;0;12.9;20.5
CHERBOURG;CARENTAN;0;13.6;20
MARSEILLEBLANCARDE;TOULON;0;14.8;22
PERPIGNAN;NARBONNE;0;14.8;22.5
DAX;STJEANDELUZCIBOURE;0;16.5;23.5
NANCYVILLE;EPINAL;0;17;25
AVIGNON;MONTELIMAR;0;17.5;24
FACTUREBIGANOS;LIBOURNE;0;17.5;25
NIMES;SETE;0;17.5;25.5
MULHOUSEVILLE;SAVERNE;0;19.5;25
ARRAS;STOMER;0;20.5;30
LEPINLELACLABAUCHE;ALBERTVILLE;0;20.5;31
STPERAY;ORANGE;0;20.5;30
ANGERSSTLAUD;STPIERREDESCORPS;0;22.5;33
LAROCHEMIGENNES;MELUN;0;23;35
AGEN;TOULOUSEMATABIAU;0;24;37
MARMANDE;MONTAUBANVILLEBOURBON;0;24.5;38
CARCASSONNE;SETE;0;25;38
ANNECY;BOURGENBRESSE;0;28.5;41
NANTES;RENNES;0;30;43
NICEVILLE;TOULON;0;29;44
GROISYTHORENSLACAILLE;BOURGENBRESSE;0;31;44
ANGERSSTLAUD;PORNICHET;0;32;45
CHERBOURG;LISIEUX;0;34;48
AIXENPROVENCETGV;STRAPHAELVALESCURE;0;34;48
DIJONVILLE;LYONPARTDIEU;0;37;60
BOURGENBRESSE;STGERVAISLESBAINSLEFAYET;0;38;54
MORLAIX;VITRE;0;39;57
PAU;BORDEAUXSTJEAN;0;40;58
RIVES;LECREUSOTMONTCEAUMONTCHANIN;0;44;69
MODANE;LYONPERRACHE;0;45;66
BORDEAUXSTJEAN;CARCASSONNE;20;53;81
METZVILLE;CHALONSURSAONE;20;54;87
AGEN;POITIERS;0;58;84
NANCYVILLE;LYONPERRACHE;20;63;100
ORTHEZ;POITIERS;0;65;92
POITIERS;MONTAUBANVILLEBOURBON;20;66;95
HENDAYE;CHATELLERAULT;0;73;105
LEPINLELACLABAUCHE;DOUAI;30;125;192
ANNECY;STRAPHAELVALESCURE;25;101;160
AIXENPROVENCETGV;MASSYTGV;25;116;162
AIXENPROVENCETGV;PARISNORD;25;116;162
LYONSTEXUPERY;PARISGAREDELYON;25;97;133
LYONSTEXUPERY;MANTESLAJOLIE;25;97;133
EVREUXEMBRANCHEMENT;MONTBARD;20;75;96
STRASBOURG;ROUENRIVEDROITE;25;106;148
CONFLANSFIND'OISE;MEUSE;15;44;68
STRASBOURG;MEUSETGV;15;60;81
METZVILLE;LYONPARTDIEU;20;88;112
TOUL;CULMONTCHALINDREY;0;30;41
TOUL;BEZIERS;25;103;140
BOURGENBRESSE;VERSAILLESCHANTIERS;20;84;121
AIXLESBAINSLEREVARD;MASSYPALAISEAU;25;103;136
MASSYTGV;VITRE;15;72;104
PARISAUSTERLITZ;LAROCHESURYON;25;83;120
PARISAUSTERLITZ;SAINTMAIXENT;20;84;118
AEROPORTCDGTGVROISSY;POITIERS;20;75;107
TGVHAUTEPICARDIE;QUIMPER;25;106;134
TGVHAUTEPICARDIE;LIBOURNE;25;119;156
LEMANS;AIXENPROVENCETGV;25;125;167
ANGERSSTLAUD;AEROPORTCDGTGVROISSY;20;73;104
MASSYTGV;LAROCHELLEVILLE;25;89;123
LIBOURNE;STPIERREDESCORPS;20;50;74
LAVAL;BREST;0;51;75
BORDEAUXSTJEAN;STPIERREDESCORPS;20;53;79
CHATELLERAULT;TOULOUSEMATABIAU;0;72;103
AGEN;RUFFECCHARENTE;0;43;63
BREST;MARNELAVALLEECHESSY;20;92;131
POITIERS;TGVHAUTEPICARDIE;25;104;131
TGVHAUTEPICARDIE;STMALO;25;106;138
LILLEEUROPE;STMALO;25;116;147
MASSYTGV;SURGERES;25;94;130
LAVAL;MARNELAVALLEECHESSY;15;78;112
LYONPERRACHE;ORANGE;0;41;58
AVIGNONTGV;BEZIERS;0;43;54
TOURS;PARISMONTPARNASSEET;15;65;89
AIXENPROVENCETGV;CARCASSONNE;15;58;75
AEROPORTCDGTGVROISSY;STPIERREDESCORPS;15;65;89
SAUMUR;PARISMONTPARNASSEET;20;70;97
BEZIERS;LYONSTEXUPERY;20;70;95
VALENCETGV;TOULOUSEMATABIAU;20;75;109
LYONPERRACHE;LESARCSDRAGUIGNAN;20;80;109
LEMANS;TGVHAUTEPICARDIE;25;84;106
AVIGNONTGV;MONTBELIARD;25;90;120
PORNICHET;TGVHAUTEPICARDIE;0;98;124
MASSYTGV;LAROCHESURFORON;0;109;150
ARRAS;LECREUSOTMONTCEAUMONTCHANIN;25;111;142
NICEVILLE;BEAUNE;25;116;151
LEHAVRE;VALENCETGV;25;112;154
LEPOULIGUEN;LYONPERRACHE;25;113;150
LYONPARTDIEU;ARRAS;25;116;154
ANGERSSTLAUD;AIMELAPLAGNE;25;120;161
LEMANS;CLUSES;25;120;162
BOURGSTMAURICE;LISIEUX;25;125;165
CHAMBERYCHALLESLESEAUX;LISON;25;125;165
LANDRY;LISON;25;125;165
LANDRY;LISIEUX;25;125;165
MOUTIERSSALINSBRIDES;BERNAY;25;125;165
LILLEFLANDRES;ANNECY;25;127;168
DUNKERQUE;VALENCE;25;127;159
BREST;LILLEEUROPE;25;125;161
LILLEFLANDRES;MORLAIX;0;125;161
ARRAS;QUIMPER;25;125;161
MORLAIX;LECREUSOTMONTCEAUMONTCHANIN;25;129;166
LILLEFLANDRES;AIMELAPLAGNE;25;127;167
LILLEEUROPE;STMICHELVALLOIRE;0;127;167
LILLEFLANDRES;LANDRY;25;127;167
NANTES;STGERVAISLESBAINSLEFAYET;25;127;167
ANNECY;NANTES;25;127;167
NANTES;ANNEMASSE;25;127;167
ANGERSSTLAUD;MARSEILLESTCHARLES;25;133;173
SALLANCHESCOMBLOUXMEGEVE;AURAY;30;137;179
LORIENT;SALLANCHESCOMBLOUXMEGEVE;30;137;179
MORLAIX;STGERVAISLESBAINSLEFAYET;30;147;190
CHAMBERYCHALLESLESEAUX;MORLAIX;30;147;190
ARRAS;NARBONNE;30;150;188
STRASBOURG;LIBOURNE;30;160;214
NICEVILLE;TGVHAUTEPICARDIE;30;155;196
ARRAS;TOULON;30;155;196
LEPOULIGUEN;LYONSTEXUPERY;25;113;150
LYONSTEXUPERY;SENS;20;78;107
PARISGAREDELYON;AIXLESBAINSLEREVARD;25;103;136
MARNELAVALLEECHESSY;TOULON;25;121;166
DIJONVILLE;MANTESLAJOLIE;20;65;89
MULHOUSEVILLE;LILLEEUROPE;20;136;175
MULHOUSEVILLE;CHALONSURSAONE;20;65;83
MACONVILLE;MONTPELLIER;20;81;107
PERPIGNAN;CHALONSURSAONE;25;84;124
DIJONVILLE;TOULOUSEMATABIAU;25;122;157
BESANCONFRANCHECOMTETGV;VALENCETGV;20;73;95
BESANCONVIOTTE;LYONSTEXUPERY;15;51;68
PARISAUSTERLITZ;TOULOUSEMATABIAU;25;109;142
CASTELNAUDARY;MARNELAVALLEECHESSY;25;116;162
PARISGAREDELYON;MOUTIERSSALINSBRIDES;25;118;159
MARNELAVALLEECHESSY;MOUTIERSSALINSBRIDES;25;118;159
LANDRY;PARISNORD;25;118;161
AEROPORTCDGTGVROISSY;THONONLESBAINS;25;108;152
MIRAMAS;PARISGAREDELYON;25;105;147
LYONPERRACHE;NANTES;25;108;143
BASELSBB;DIJONVILLE;20;62;81
VENDOMEVILLIERSSURLOIR;ARRAS;25;101;134
STRASBOURG;LANDRY;25;117;146
COLMAR;MOUTIERSSALINSBRIDES;25;109;132
AVIGNON;BESANCONFRANCHECOMTETGV;0;91;120
MASSYPALAISEAU;BOURGSTMAURICE;25;118;161
MOUTIERSSALINSBRIDES;ECOLEVALENTIN;0;78;95
LILLEFLANDRES;CROIXWASQUEHAL;0;2.9;6.1
EVIANLESBAINS;THONONLESBAINS;0;3.6;6.9
CAGNESSURMER;CANNES;0;6.4;12.6
IRUN;MASSYTGV;25;123;173
LEMANS;LYONPARTDIEU;25;99;135
LAVAL;DOLDEBRETAGNE;0;28.5;42
LEMANS;REDON;0;46;67
POITIERS;ARCACHON;0;51;76
STRASBOURG;ANGOULEME;30;157;203
MARSEILLESTCHARLES;DOUAI;30;144;184
LILLEFLANDRES;AIXENPROVENCETGV;30;144;184
MORLAIX;AIMELAPLAGNE;30;147;190
MORLAIX;STMICHELVALLOIRE;30;147;190
BREST;STAVRELACHAMBRE;0;147;190
LILLEEUROPE;LESARCSDRAGUIGNAN;30;155;196
PORNICHET;LYONSTEXUPERY;25;113;150
AEROPORTCDGTGVROISSY;TGVHAUTEPICARDIE;0;45;50
LESAUBRAISORLEANS;AEROPORTCDGTGVROISSY;0;48;63
BRIVELAGAILLARDE;AEROPORTCDGTGVROISSY;25;101;120
CHAMBERYCHALLESLESEAUX;MARNELAVALLEECHESSY;25;103;136
AVIGNONTGV;LYONPERRACHE;15;51;68
LILLEEUROPE;BESANCONFRANCHECOMTETGV;20;120;155
STRASBOURG;LONSLESAUNIER;20;70;90
MARSEILLESTCHARLES;CHALONSURSAONE;20;87;113
DIJONVILLE;STRAPHAELVALESCURE;25;124;161
AVIGNONTGV;CULMONTCHALINDREY;25;87;116
AVIGNONTGV;BELFORTMONTBELIARDTGV;20;108;142
NANCYVILLE;TOULON;25;123;159
MASSYTGV;VENDOMEVILLIERSSURLOIR;15;55;77
LAVAL;MASSYPALAISEAU;15;72;104
MASSYPALAISEAU;RENNES;20;80;113
AEROPORTCDGTGVROISSY;MARMANDE;25;108;140
DAX;MARNELAVALLEECHESSY;25;110;143
CARCASSONNE;AEROPORTCDGTGVROISSY;25;116;162
PARISNORD;NARBONNE;25;116;162
MARNELAVALLEECHESSY;STRAPHAELVALESCURE;25;132;185
PARISGAREDELYON;VENTIMIGLIASTAZIONE(IT);25;132;185
PARISEST;REMIREMONT;25;87;127
MACONVILLE;MONTAUBANVILLEBOURBON;25;97;143
MEUSE;STDIE;0;33;46
SAUMUR;LYONSTEXUPERY;25;96;135
VILLENEUVELESAVIGNONS;MARSEILLEBLANCARDE;0;30;44
AVIGNON;ANTIBES;0;61;86
AVIGNON;NICEVILLE;0;62;88
MASSYTGV;SAVERNE;0;85;124
VERSAILLESCHANTIERS;LANDRY;25;118;161
TOURCOING;ROUBAIX;0;1.6;4.6
PORNICHET;LABAULEESCOUBLAC;0;2.2;4.3
HENDAYE;STJEANDELUZCIBOURE;0;4.3;8
LAMBALLE;STBRIEUC;0;6.6;10
STAVRELACHAMBRE;STMICHELVALLOIRE;0;6.7;10.4
BAYONNE;STJEANDELUZCIBOURE;0;7.2;10.8
AVIGNON;ORANGE;0;8.5;12.6
CAMBRAI;DOUAI;0;8.7;12.6
POITIERS;CHATELLERAULT;0;9.2;13.7
LETEIL;VALENCE;0;11.3;17
LORIENT;VANNES;0;12.6;18.5
CANNES;VENTIMIGLIASTAZIONE(IT);0;13.6;20
NANCYVILLE;NEUFCHATEAU;0;15;24.5
HAZEBROUCK;ARRAS;0;16;23
LENS;STOMER;0;16;23
PORNICHET;NANTES;0;17;24
TGVHAUTEPICARDIE;DOUAI;0;17.5;25
LAMBALLE;PLOUARETTREGOR;0;18;25
LYONPARTDIEU;MACONLOCHETGV;0;18.5;26
MANTESLAJOLIE;ROUENRIVEDROITE;0;18.5;26.5
LECROISIC;NANTES;0;20.5;29
DUNKERQUE;LILLEEUROPE;0;21.5;33
DOLEVILLE;MONTBARD;0;23.5;36
TOULON;MENTON;0;35;49
CHAMBERYCHALLESLESEAUX;LANDRY;0;27;40
LYONPERRACHE;BELLEGARDE;0;27;40
LAMBALLE;LANDERNEAU;0;30;43
DIJONVILLE;NEUFCHATEAU;0;29;48
VANNES;VITRE;0;31;45
MACONLOCHETGV;ALBERTVILLE;0;37;52
LANNION;RENNES;0;33;47
ANGERSSTLAUD;LECROISIC;0;34;48
LORIENT;NANTES;0;35;49
LYONPARTDIEU;ALBERTVILLE;0;36;51
BIARRITZ;BORDEAUXSTJEAN;0;37;52
TOURS;SURGERES;0;38;54
LESAUBRAISORLEANS;LASOUTERRAINE;0;38;57
LETEIL;AGDE;0;39;57
STPERAY;SETE;15;42;62
CARENTAN;MANTESLAJOLIE;0;43;63
LETEIL;LECREUSOTMONTCEAUMONTCHANIN;20;51;75
ANGERSSTLAUD;STBRIEUC;0;53;78
PAU;ANGOULEME;0;55;82
ANGERSSTLAUD;MORLAIX;0;63;90
CHAMBERYCHALLESLESEAUX;MACONVILLE;0;30;44
BAYEUX;MASSYPALAISEAU;15;44;64
ARLES;VALENCETGV;0;29;43
MIRAMAS;VALENCETGV;0;34;49
LYONSTEXUPERY;AIMELAPLAGNE;0;42;63
CASTELNAUDARY;LYONPARTDIEU;0;64;107
LYONPARTDIEU;MARNELAVALLEECHESSY;25;97;133
LYONPERRACHE;MARNELAVALLEECHESSY;25;97;133
GRENOBLE;MARNELAVALLEECHESSY;25;108;145
STRASBOURG;LEHAVRE;25;106;148
DIJONVILLE;LESARCSDRAGUIGNAN;25;97;137
MONTPELLIER;NEUFCHATEAU;25;89;117
THIONVILLE;STRASBOURG;15;42;58
NANCYVILLE;CARCASSONNE;25;125;157
TOUL;AGDE;25;103;140
CULMONTCHALINDREY;AGDE;25;94;125
MODANE;MASSYPALAISEAU;25;113;154
BELLEGARDE;PARISEST;25;91;129
PARISAUSTERLITZ;VANNES;20;88;123
MASSYTGV;MARNELAVALLEECHESSY;0;35;47
BORDEAUXSTJEAN;AEROPORTCDGTGVROISSY;20;96;126
MEUSE;FUTUROSCOPE;25;102;133
LORIENT;TGVHAUTEPICARDIE;25;106;134
ARRAS;VANNES;25;114;150
LEMANS;MARSEILLESTCHARLES;25;125;167
LABAULEESCOUBLAC;PARISMONTPARNASSEET;25;87;126
PARISMONTPARNASSEET;ARCACHON;25;102;134
MASSYTGV;STNAZAIRE;25;86;125
MASSYTGV;NIORT;20;84;118
MASSYTGV;VANNES;20;88;123
LAVAL;REDON;0;28.5;42
LAVAL;QUIMPER;0;51;75
LEMANS;BREST;0;62;88
MONTAUBANVILLEBOURBON;STPIERREDESCORPS;25;76;110
PARISMONTPARNASSEET;STMALO;20;85;123
MORLAIX;PARISMONTPARNASSEET;20;91;127
PARISMONTPARNASSEET;QUIMPER;20;95;134
MASSYTGV;MORLAIX;20;91;127
MARNELAVALLEECHESSY;AEROPORTCDGTGVROISSY;0;35;47
ARRAS;AURAY;25;116;153
BORDEAUXSTJEAN;TGVHAUTEPICARDIE;25;128;168
NIMES;STPIERREDESCORPS;25;125;168
LILLEEUROPE;ROSPORDEN;25;131;169
BORDEAUXSTJEAN;DOUAI;25;134;177
GUINGAMP;MARNELAVALLEECHESSY;20;98;137
CONFLANSFDOTGV;ROUENRIVEDROITE;0;35;47
AVIGNON;VALENCETGV;0;33;44
LYONSTEXUPERY;MONTELIMAR;0;35;47
LETEIL;LYONPARTDIEU;0;35;47
AVIGNONTGV;TOULON;15;41;58
TOURS;MASSYTGV;15;65;89
AVIGNONTGV;CANNES;15;57;82
LYONSTEXUPERY;MARSEILLESTCHARLES;20;67;89
MACONLOCHETGV;MONTPELLIER;20;69;104
LORRAINETGV;AEROPORTCDGTGVROISSY;20;77;110
TOULON;BELLEGARDE;25;84;123
LYONPARTDIEU;TOULOUSEMATABIAU;25;86;122
CANNES;MACONLOCHETGV;25;95;134
STNAZAIRE;TGVHAUTEPICARDIE;25;98;124
CHALONSURSAONE;TOULOUSEMATABIAU;25;97;143
AIXENPROVENCETGV;SENS;25;105;148
AIXENPROVENCETGV;MELUN;25;105;148
LYONPERRACHE;STNAZAIRE;25;109;145
TOURS;VALENCE;25;113;148
BEAUNE;STRAPHAELVALESCURE;25;116;151
DOLEVILLE;LILLEEUROPE;25;113;139
ANGOULEME;LYONPERRACHE;25;116;163
ANNEMASSE;TGVHAUTEPICARDIE;25;119;156
LEMANS;MOUTIERSSALINSBRIDES;25;120;162
ANGERSSTLAUD;STJEANDEMAURIENNEARVAN;25;120;161
LILLEEUROPE;STBRIEUC;25;119;153
MEUSE;LIBOURNE;25;124;163
AIMELAPLAGNE;LISIEUX;25;125;165
VALOGNES;MOUTIERSSALINSBRIDES;25;125;165
CARENTAN;LANDRY;25;125;165
VALENCE;DOUAI;0;127;159
DUNKERQUE;VALENCETGV;25;127;159
BREST;DOUAI;25;125;161
MORLAIX;ARRAS;25;125;161
QUIMPERLE;ARRAS;25;125;161
BORDEAUXSTJEAN;CHALONSURSAONE;25;128;174
LILLEEUROPE;AIMELAPLAGNE;25;127;167
ARRAS;STGERVAISLESBAINSLEFAYET;0;127;167
LILLEFLANDRES;MODANE;0;127;167
ANNEMASSE;DOUAI;0;127;167
LILLEFLANDRES;LAROCHESURFORON;25;127;167
